geni_id,label,description,pair_count,is_collision
6000000059395345872,Jose Severo Ortega,born Nov 1864,2,yes
6000000059578972261,Hywel ap Maredudd,born circa 1170,2,yes
6000000059930160152,Nils,1792 - 1792,2,yes
6000000059930628983,Anna,1804 - 1804,2,yes
6000000060177777192,NN,born circa 1060,2,yes
6000000060188614907,George Peck,1811 - 1896,2,yes
6000000060272698990,Hywel ap Llewelyn,born circa 1230,2,yes
6000000060759055118,Eva Christina Uggla,1754 - 1754,2,yes
6000000060825185205,NN,born circa 1590,6,yes
6000000060993130186,Maredudd ap Llewelyn,born circa 1230,2,yes
6000000061142020855,Brita Catharina Persdotter,8 Sep 1798 - 15 Jun 1799,2,yes
6000000061503219984,Alexander John Byfield,1888 - 1957,2,yes
6000000061506790127,Alexander John Byfield,1888 - 1957,2,yes
6000000061621767961,Maredudd ab Ieuan,born circa 1370,2,yes
6000000061818877040,Maria de Mendonça,born circa 1525,2,yes
6000000062610992550,Astrid Liv Lunde,born 28 Jun 1939,2,yes
6000000063352550972,Regina Vogel,27 Dec 1665 - 6 Jan 1753 Bornhausen,2,yes
6000000063352758821,Regina Vogel,27 Dec 1665 - 6 Jan 1753 Bornhausen,2,yes
6000000063475792821,NN,born circa 1390,4,yes
6000000064168138342,Maredudd ap Llewelyn,born circa 1230,2,yes
6000000064175169251,Anton Smrekar,Kropa - ____,3,yes
6000000064412191843,Delmer Aston Keeney,1912 - 1987,2,yes
6000000064412454837,Dalton Bert Keeney,1905 - 1979,2,yes
6000000064486898842,Anna Asbjørnsdatter Virak,born Virak,2,yes
6000000064488401339,Anna Asbjørnsdatter Virak,born Virak,2,yes
6000000064771978983,Charles Fulton Pippen,1900 - 1980,2,yes
6000000066156428875,Maredudd ab Ieuan,born circa 1400,2,yes
6000000066573597983,NN,died 1445,2,yes
6000000066860510939,NN,born circa 1360,2,yes
6000000066971390920,Vigfus Thorsteinsson,circa 1440 - circa 1513,2,yes
6000000067751654858,Antonio De Leon,born 1644 Mexico,2,yes
6000000068326874939,Malena Olsdatter,born 1779,2,yes
6000000068532450320,Anders Andersson,born 1767,2,yes
6000000068826999151,Álvaro Afonso Brandão,born circa 1450,2,yes
6000000069251001103,NN,born circa 1565,4,yes
6000000071402887156,Lorenzo de' Medici,died 1558,2,yes
6000000071403261037,Lorenzo de' Medici,died 1558,2,yes
6000000071660843844,NN,born circa 1550,2,yes
6000000071943062150,Giacomo di Castelbarco,died Aft 1399,2,yes
6000000071980740057,Giacomo di Castelbarco,died Aft 1399,2,yes
6000000072051881324,Jacob Umphenour,18 Mar 1833 - 22 Jul 1899,2,yes
6000000072089115278,Margaretha Zollner,died 1448,2,yes
6000000072503991964,Carl Svendsøn,Bet 1035 and 1071 - Aft 1107,2,yes
6000000072983566982,Thomas Emmett Barton,1890 - 1966,2,yes
6000000073199192886,NN,born circa 1100,6,yes
6000000073410970939,NN,born circa 1320,3,yes
6000000074080879182,von Eickstedt,born Rothenklempenow,2,yes
6000000074081229886,von Eickstedt,born Rothenklempenow,2,yes
6000000074549701832,Anders Fredrik Andersson,5 Jun 1857 - 31 Aug 1859,2,yes
6000000074550269821,August Andersson,born 12 Dec 1859,2,yes
6000000074551820824,Carl Johan Andersson,born 7 Jan 1867,2,yes
6000000074699315063,NN 李,died 823,2,yes
6000000074699354035,NN 李,died 823,2,yes
6000000074711693222,NN 李,died 602,2,yes
6000000074711720235,NN 李,died 608,5,yes
6000000074711798229,NN 李,died 682,3,yes
6000000074711973166,NN 李,died 756,2,yes
6000000074712027036,NN 李,died 608,5,yes
6000000074712027041,NN 李,died 682,3,yes
6000000074712079041,NN 李,died 645,2,yes
6000000074712157995,NN 李,died 608,5,yes
6000000074712230958,NN 李,died 602,2,yes
6000000074712349896,NN 李,died 645,2,yes
6000000074712354884,NN 李,died 682,3,yes
6000000074712403889,NN 李,died 756,2,yes
6000000074712425079,NN 柳,died 698,4,yes
6000000074712467833,NN 李,died 608,5,yes
6000000074712473839,NN 李,died 608,5,yes
6000000074712556837,NN 李,died 735,2,yes
6000000074712792937,NN 柳,died 661,3,yes
6000000074712882985,NN 柳,died 698,4,yes
6000000074713163839,NN 柳,died 661,3,yes
6000000074713191821,NN 柳,died 698,4,yes
6000000074715524028,NN 柳,died 661,3,yes
6000000074715708871,NN 柳,died 698,4,yes
6000000074729985127,淑 裴,died 778,2,yes
6000000074730453941,NN 裴,died 815,2,yes
6000000074730534925,淑 裴,died 778,2,yes
6000000074730577862,NN 裴,died 667,2,yes
6000000074730594879,NN 裴,died 778,2,yes
6000000074730642844,NN 裴,died 815,2,yes
6000000074730643821,NN 裴,died 778,2,yes
6000000074732155148,Nikolai Øen,born 19 Sep 1906,2,yes
6000000074732933164,NN 蕭,died 743,2,yes
6000000074733176913,NN 蕭,died 743,2,yes
6000000074733497907,NN 楊,died 705,2,yes
6000000074733600850,NN 楊,died 705,2,yes
6000000074733774373,NN 李,died 652,4,yes
6000000074734042093,NN 陳,died 691,3,yes
6000000074734131011,NN 陳,died 700,2,yes
6000000074734170008,NN 陳,died 691,3,yes
6000000074734348216,NN 李,died 715,2,yes
6000000074734368950,NN 陳,died 691,3,yes
6000000074734450877,NN 陳,died 700,2,yes
6000000074734566061,NN 李,died 742,2,yes
6000000074734614176,NN 李,died 652,4,yes
6000000074734626067,NN 李,died 706,8,yes
6000000074734640057,琚 李,died 895,2,yes
6000000074734774120,NN 李,died 679,5,yes
6000000074734883050,NN 李,died 706,8,yes
6000000074734908904,NN 李,died 715,2,yes
6000000074735083888,儉 李,died 679,2,yes
6000000074735111856,NN 李,died 742,2,yes
6000000074735148982,NN 李,died 706,8,yes
6000000074735160881,儉 李,died 679,2,yes
6000000074735206954,NN 李,died 652,4,yes
6000000074735220836,NN 李,died 706,8,yes
6000000074735242823,NN 李,died 733,3,yes
6000000074735304930,NN 李,died 733,3,yes
6000000074735334881,NN 李,died 706,8,yes
6000000074735358890,NN 李,died 838,2,yes
6000000074735384847,NN 李,died 679,5,yes
6000000074735422902,NN 李,died 706,8,yes
6000000074735603821,NN 李,died 679,5,yes
6000000074739051949,NN 李,died 718,2,yes
6000000074739371880,澤 李,died 755,2,yes
6000000074739514821,澤 李,died 755,2,yes
6000000074747041176,NN 房,died 753,2,yes
6000000074747192109,NN 房,died 716,2,yes
6000000074747239038,NN 房,died 753,2,yes
6000000074747408890,NN 房,died 716,2,yes
6000000074749313118,NN 薛,died 793,2,yes
6000000074749598941,NN 薛,died 793,2,yes
6000000074749922390,NN 郭,died 874,2,yes
6000000074750215023,NN 郭,died 874,2,yes
6000000074758629279,NN 韋,died 709,2,yes
6000000074758743369,NN 韋,died 709,2,yes
6000000074758956431,NN 韋,died 704,2,yes
6000000074759299906,NN 韋,died 694,2,yes
6000000074759328874,NN 韋,died 694,2,yes
6000000074759481162,NN 韋,died 741,2,yes
6000000074759748034,NN 韋,died 741,2,yes
6000000074759838004,NN 韋,died 704,2,yes
6000000074787754306,湜 鄭,died 774,2,yes
6000000074788166173,光庭 鄭,died 737,2,yes
6000000074788175984,潤 鄭,died 774,2,yes
6000000074788194155,恆 鄭,died 737,2,yes
6000000074788199103,湜 鄭,died 774,2,yes
6000000074788237093,潤 鄭,died 774,2,yes
6000000074788364845,泌 鄭,died 774,2,yes
6000000074788439973,泌 鄭,died 774,2,yes
6000000074788450897,恆 鄭,died 737,2,yes
6000000074788476825,光庭 鄭,died 737,2,yes
6000000074804175000,NN,born circa 1570,2,yes
6000000074804289866,Anna,born circa 1640,2,yes
6000000074805212188,NN,born 1560,2,yes
6000000075055621985,NN,born circa 725,2,yes
6000000075059821164,崇 李,died 895,2,yes
6000000075060254140,NN 李,died 706,8,yes
6000000075060579018,絢 李,died 679,2,yes
6000000075060709170,紳 李,died 820,2,yes
6000000075060765938,NN 李,died 679,5,yes
6000000075060841900,NN 李,died 706,8,yes
6000000075060904005,琚 李,died 895,2,yes
6000000075060950888,NN 李,died 733,3,yes
6000000075060973877,崇 李,died 895,2,yes
6000000075061000900,絢 李,died 679,2,yes
6000000075061100866,炅 李,died 679,2,yes
6000000075061168881,炅 李,died 679,2,yes
6000000075061183944,準 李,died 820,2,yes
6000000075061275842,NN 李,died 652,4,yes
6000000075061341882,準 李,died 820,2,yes
6000000075061385924,紳 李,died 820,2,yes
6000000075061408876,績 李,died 820,2,yes
6000000075061562821,績 李,died 820,2,yes
6000000075328192292,NN 韋,died 777,2,yes
6000000075328516150,元寂 韋,died 740,2,yes
6000000075328841965,NN 韋,died 777,2,yes
6000000075328897077,NN 韋,died 747,2,yes
6000000075329019906,元寂 韋,died 740,2,yes
6000000075329034024,NN 韋,died 747,2,yes
6000000075333595947,NN 長孫,died 722,2,yes
6000000075333856870,NN 長孫,died 759,2,yes
6000000075334144850,NN 長孫,died 722,2,yes
6000000075334147861,NN 長孫,died 759,2,yes
6000000075343273369,NN 崔,died 672,2,yes
6000000075344611821,NN 崔,died 672,2,yes
6000000075345659965,NN 盧,died 716,2,yes
6000000075345723003,NN 盧,died 733,2,yes
6000000075345850891,NN 盧,died 679,2,yes
6000000075346717839,NN 柳,died 748,2,yes
6000000075368570821,NN 柳,died 748,2,yes
6000000075378794833,NN 裴,died 667,2,yes
6000000075399491008,NN 李,died 838,2,yes
6000000075399565888,NN 李,died 679,5,yes
6000000075399612848,NN 李,died 735,2,yes
6000000075402387883,NN 李,died 718,2,yes
6000000075403217140,NN 盧,died 679,2,yes
6000000075403868821,NN 盧,died 716,2,yes
6000000075404617830,NN 盧,died 733,2,yes
6000000076376408898,NN,born circa 1620,5,yes
6000000076900730789,George Lyon,circa 28 Jul 1688 - circa 1748,2,yes
6000000076901558374,John Lyon,circa 12 Aug 1674 - circa 1702,2,yes
6000000076978222958,George Edwin Beaver,1843 - 1921,2,yes
6000000077063769878,Barbro Olsdatter Espeland,born 1833,2,yes
6000000077140530880,Maurice John Kingscote,1887 - 1959,2,yes
6000000077503960596,Justus Georg,1817 - 1817,2,yes
6000000077504498012,Johann von Bischoffshausen,1815 - 1863,2,yes
6000000077531005983,Ernst von Bischoffshausen,1824 - 1854,2,yes
6000000077573174821,Augusta von Bischoffshausen,1843 - 1903,2,yes
6000000077638943655,Anna,1804 - 1804,2,yes
6000000077675358018,Mary Ann Morton,1812 - 1843,2,yes
6000000078126430047,Ingiríður Jónsdóttir,born circa 1465,2,yes
6000000078554876084,Guri Assersdatter Bråstein,1753 - 8 Mar 1832,2,yes
6000000078872541283,Henning von der Osten,1563 - 10 Apr 1626,2,yes
6000000078940713274,Tirza Bischitz,died 1649,2,yes
6000000078941107932,Tirza Bischitz,died 1649,2,yes
6000000079048885903,Dorothea Buchow,died 1629,2,yes
6000000079058396998,Mette Rasmusdatter,born 31 Mar 1793 1737-1813(EM)opslag77,2,yes
6000000079115551070,Leopold Koehler,1827 - 1858,2,yes
6000000079397926997,Lucy Jane Cowan,1865 - 1922,2,yes
6000000079548512087,Elizabeth Pankey,1795 - 1846,2,yes
6000000079606800155,n,born circa 1600,2,yes
6000000079608564028,NN,born circa 1635,2,yes
6000000079637949852,NN,born circa 1560,6,yes
6000000079683394107,NN,born circa 1595,3,yes
6000000079746139951,Maria Elisa de Figueiredo de Mascarenhas,born 11 Aug 1841,2,yes
6000000080379930821,Thomas Withers Chinn,20 Nov 1791 - 22 May 1852,2,yes
6000000080391410113,George Drullard,1813 - 1889,2,yes
6000000080391838971,George Drullard,1813 - 1889,2,yes
6000000081382618382,Aedh mac Flainn,died 1021,2,yes
6000000081383373946,Aedh mac Flainn,died 1021,2,yes
6000000081470213103,Lázaro Wanderley,born 1680,2,yes
6000000082636492607,Aron Wahl,born 1878,2,yes
6000000082937141751,Sara Dimberg,born 1687,2,yes
6000000082991527016,Andrea Emo Capodilista,14 Oct 1901 - 11 Dec 1983,2,yes
6000000083130663062,Eleonora Gonzaga,1699 - 1779,2,yes
6000000083181569953,NN,born circa 1250,2,yes
6000000083608015609,Feige Heinemann,died Bef 1801,2,yes
6000000083623696967,Emmett Harness,1867 - 1870,2,yes
6000000083641786853,Teresa Niemojewska,1933 - 2010,2,yes
6000000083756306882,Elizabeth Martha Goodchild,19 Jun 1873 - 17 Mar 1964,2,yes
6000000083779026173,Mary E Funderburk,1908 - 1958,2,yes
6000000083818518873,Meir,died 1800,2,yes
6000000083842636637,NN,born circa 1120,2,yes
6000000083870473183,Dorothea Mümmler,died 19 May 1486,2,yes
6000000083934542327,Son Hansson,1943 - 1943,3,yes
6000000083935341930,Son Hansson,1943 - 1943,3,yes
6000000083935411937,Son Hansson,1943 - 1943,3,yes
6000000083935796415,Isak Gnospelius,born 1724,2,yes
6000000084129620108,Judit Kristina Larsson,24 Dec 1897 - 26 Dec 1987,2,yes
6000000084206549344,Anna von Windhausen,born circa 1490,2,yes
6000000085317613864,NN,born circa 1150,4,yes
6000000085676958078,Eleonora Gonzaga,1699 - 1779,2,yes
6000000086301157293,Heinrich von Tiesenhausen,born circa 1550,2,yes
6000000086301598017,Heinrich von Tiesenhausen,born circa 1550,2,yes
6000000086306744821,Elisabeth von Tiesenhausen,born circa 1580,2,yes
6000000086495676575,Edde von Tiesenhausen,born circa 1530,2,yes
6000000086496902223,Georg von Tiesenhausen,born circa 1530,2,yes
6000000086497367878,Anna von Tiesenhausen,born circa 1530,2,yes
6000000086497617907,Maye von Tiesenhausen,born circa 1530,2,yes
6000000086497621071,Anna von Tiesenhausen,born circa 1530,2,yes
6000000086499487204,Georg von Tiesenhausen,born circa 1530,2,yes
6000000086500140945,Edde von Tiesenhausen,born circa 1530,2,yes
6000000086500757849,Maye von Tiesenhausen,born circa 1530,2,yes
6000000086599396854,Borante von Borcke,died Aft 1348,2,yes
6000000086599564885,Borante von Borcke,died Aft 1348,2,yes
6000000086618936038,Kari,1802 - 1802,2,yes
6000000087152220888,NN,born circa 1630,5,yes
6000000087802679822,Veronika Geißler,died 6 Feb 1601,2,yes
6000000088281096921,John Morse,"sherborn, middlesex, massachusetts - 1725 sherborn, middlesex, massachusetts",2,yes
6000000088281566901,Daniel Morse,"sherborn, middlesex, massachusetts - 4 Apr 1719 sherborn, middlesex, massachusetts",2,yes
6000000088614641100,NN,born circa 1300,3,yes
6000000088979331669,Robert R Short,1912 - 1986,2,yes
6000000088979331695,Ida Short,1903 - 1918,2,yes
6000000089093865858,Robert Gudmund Melin,1816 - 1877,2,yes
6000000089111439073,Jehiel Michel Ehrenburg,born 1814,2,yes
6000000089112108859,Jehiel Michel Ehrenburg,born 1814,2,yes
6000000089307711931,Henrique Vaz de Mascarenhas,born 27 Jan 1879,2,yes
6000000089308846924,Maria da Conceição Vaz de Mascarenhas,16 Aug 1900 - 19 Feb 1987,2,yes
6000000089308919868,Maria Emília de Figueiredo Mascarenhas,24 Oct 1862 - 9 Aug 1937,2,yes
6000000089620434866,Robert Bruce Andrews,died (Died as a young child; Buried Irby Cem. in an unmarked grave),2,yes
6000000089620434871,Martha Andrews,died 1900,2,yes
6000000089620434876,Irene Andrews,1886 - 1968,2,yes
6000000089620434882,Sissey Andrews,born circa 1884 Texas,2,yes
6000000089620434888,Rosa H Andrews,born circa 1881 Texas,2,yes
6000000089620434894,Rose Andrews,1880 - 1971,2,yes
6000000089620434900,George Wallace -Wal- Andrews,30 Jul 1878 Texas - 1956,2,yes
6000000089620434908,Babe Andrews,born circa 1876 Texas,2,yes
6000000089620434914,Puss Andrews,born circa 1874 Texas,2,yes
6000000089620434920,Dora Andrews,1874 - 1952,2,yes
6000000089620434954,Thomas Henry Johnson,1 Sep 1870 - 20 Sep 1957,2,yes
6000000089620434964,NANCY RAMA ANDREWS,17 Apr 1870 - 24 Jun 1958,2,yes
6000000089620434972,Elizabeth Rebecca Andrews,16 Mar 1868 - 1942,2,yes
6000000089620434978,Ribaca Andrews,born circa 1868 Texas,2,yes
6000000089620434984,John William Andrews,born circa 1866 Texas,2,yes
6000000089620435018,Cloy Andrews,born circa 1896 Texas,2,yes
6000000089620435024,Chloe Andrews,born circa 1895 Texas,2,yes
6000000089620435030,Claud L Andrews,born circa 1893 Texas,2,yes
6000000089620435036,William P Andrews,born circa 1891 Texas,2,yes
6000000089620435042,M. J. Andrews,born circa 1859 Texas,2,yes
6000000089620435048,Sarah ELizabeth Whaley,1868 Tennessee - 13 Aug 1957,2,yes
6000000089620435056,Ananias -Nice- Andrews,22 Nov 1863 - 8 Nov 1930,2,yes
6000000089620435064,Isaac Andrews,1860 - 1868 (Died at 8 years of age),2,yes
6000000089620435070,Mary Jane Andrews,30 Nov 1859 - 3 Jul 1912,2,yes
6000000089620469866,Robert Bruce Andrews,died (Died as a young child; Buried Irby Cem. in an unmarked grave),2,yes
6000000089620469871,Martha Andrews,died 1900,2,yes
6000000089620469876,Irene Andrews,1886 - 1968,2,yes
6000000089620469882,Sissey Andrews,born circa 1884 Texas,2,yes
6000000089620469888,Rosa H Andrews,born circa 1881 Texas,2,yes
6000000089620469894,Rose Andrews,1880 - 1971,2,yes
6000000089620469900,George Wallace -Wal- Andrews,30 Jul 1878 Texas - 1956,2,yes
6000000089620469908,Babe Andrews,born circa 1876 Texas,2,yes
6000000089620469914,Puss Andrews,born circa 1874 Texas,2,yes
6000000089620469920,Dora Andrews,1874 - 1952,2,yes
6000000089620469954,Thomas Henry Johnson,1 Sep 1870 - 20 Sep 1957,2,yes
6000000089620469964,NANCY RAMA ANDREWS,17 Apr 1870 - 24 Jun 1958,2,yes
6000000089620469972,Elizabeth Rebecca Andrews,16 Mar 1868 - 1942,2,yes
6000000089620469978,Ribaca Andrews,born circa 1868 Texas,2,yes
6000000089620469984,John William Andrews,born circa 1866 Texas,2,yes
6000000089620470018,Cloy Andrews,born circa 1896 Texas,2,yes
6000000089620470024,Chloe Andrews,born circa 1895 Texas,2,yes
6000000089620470030,Claud L Andrews,born circa 1893 Texas,2,yes
6000000089620470036,William P Andrews,born circa 1891 Texas,2,yes
6000000089620470042,M. J. Andrews,born circa 1859 Texas,2,yes
6000000089620470048,Sarah ELizabeth Whaley,1868 Tennessee - 13 Aug 1957,2,yes
6000000089620470056,Ananias -Nice- Andrews,22 Nov 1863 - 8 Nov 1930,2,yes
6000000089620470064,Isaac Andrews,1860 - 1868 (Died at 8 years of age),2,yes
6000000089620470070,Mary Jane Andrews,30 Nov 1859 - 3 Jul 1912,2,yes
6000000089620647822,Thomas WHITE,born Aug 1849,2,yes
6000000089620647828,Emily WHITE,born Aug 1849,2,yes
6000000089620647834,Wilson WHITE,born circa 1843,2,yes
6000000089620647840,Marion WHITE,born circa 1841,2,yes
6000000089620647846,William F WHITE,born circa 1839,2,yes
6000000089620647852,Benjamin WHITE,born circa 1837,2,yes
6000000089620647858,George WHITE,born circa 1833,2,yes
6000000089620647864,John WHITE,born circa 1831,2,yes
6000000089620647870,Mahala Ann Gibson,born circa 1806,2,yes
6000000089620677822,Thomas WHITE,born Aug 1849,2,yes
6000000089620677828,Emily WHITE,born Aug 1849,2,yes
6000000089620677834,Wilson WHITE,born circa 1843,2,yes
6000000089620677840,Marion WHITE,born circa 1841,2,yes
6000000089620677846,William F WHITE,born circa 1839,2,yes
6000000089620677852,Benjamin WHITE,born circa 1837,2,yes
6000000089620677858,George WHITE,born circa 1833,2,yes
6000000089620677864,John WHITE,born circa 1831,2,yes
6000000089620677870,Mahala Ann Gibson,born circa 1806,2,yes
6000000089620894842,Herbert Archie Douglass,2 Feb 1890 - 15 Apr 1950,2,yes
6000000089620894852,Winnie Ray White,16 Oct 1891 - 12 Sep 1972,2,yes
6000000089620894862,Maude Della Secrest,Apr 1870 - 15 Dec 1901,2,yes
6000000089620916842,Herbert Archie Douglass,2 Feb 1890 - 15 Apr 1950,2,yes
6000000089620916852,Winnie Ray White,16 Oct 1891 - 12 Sep 1972,2,yes
6000000089620916862,Maude Della Secrest,Apr 1870 - 15 Dec 1901,2,yes
6000000089621005822,Chester White,born Jan 1894 Texas,2,yes
6000000089621005854,Oliver L White,20 Jun 1891 - 24 Jan 1965,2,yes
6000000089621005862,Reagan White,born May 1884 Texas,2,yes
6000000089621005868,Jamison White,born Jul 1882 Texas,2,yes
6000000089621005874,Fathery White,born circa 1879 Texas,2,yes
6000000089621005880,Mary K Farris,born Nov 1859 Texas,2,yes
6000000089621014822,Chester White,born Jan 1894 Texas,2,yes
6000000089621014854,Oliver L White,20 Jun 1891 - 24 Jan 1965,2,yes
6000000089621014862,Reagan White,born May 1884 Texas,2,yes
6000000089621014868,Jamison White,born Jul 1882 Texas,2,yes
6000000089621014874,Fathery White,born circa 1879 Texas,2,yes
6000000089621014880,Mary K Farris,born Nov 1859 Texas,2,yes
6000000089680983879,Menandros I King of Mathura,died -130,2,yes
6000000089682640906,Menandros I King of Mathura,died -130,2,yes
6000000089946879884,Johannes Hansen,born 1787,2,yes
6000000090061347892,Ezra Leroy Ramey,1895 - 1944,2,yes
6000000090138900913,Malin Dominicidotter,died 1692,2,yes
6000000090211334904,Catherine Bonser,1806 - 1842,2,yes
6000000090639758822,Levi Studebaker,1849 - 1851,2,yes
6000000090722795273,Tatarkanof,died 1770,5,yes
6000000090723662156,Tatarkanof,died 1770,5,yes
6000000090723777219,Tatarkanof,died 1770,5,yes
6000000090725120920,Tatarkanof,died 1770,5,yes
6000000090725259935,Tatarkanof,died 1770,5,yes
6000000090884309751,Olaus,born 1786,2,yes
6000000091247378704,Constance Tanner,"born 1920 Utah, United States",2,yes
6000000091247914429,Constance Tanner,"born 1920 Utah, United States",2,yes
6000000091348088883,Guaimar di Salerno,died Bet Oct 991 and Sep 1011,2,yes
6000000091348679207,Erik Gustaf Jonsson,5 Feb 1825 - 19 Aug 1908,2,yes
6000000091371001833,Guaimar di Salerno,died Bet Oct 991 and Sep 1011,2,yes
6000000091723217947,Johann Jodocus Knipschild,4 Dec 1757 - 5 Sep 1794,2,yes
6000000091723217973,Johann Jodocus Knipschild,4 Dec 1757 - 5 Sep 1794,2,yes
6000000091820000992,Joseph Volz,1757 - 1842,2,yes
6000000091858661998,Zéphirin Dubois,died 25 Mar 1893,2,yes
6000000092277449868,NN van Ingen,18 Sep 1919 Nunspeet - 18 Sep 1919 Nunspeet,2,yes
6000000092277449874,NN van Ingen,18 Sep 1919 Nunspeet - 18 Sep 1919 Nunspeet,2,yes
6000000092575562047,Ralph Hum,1887 - 1949,2,yes
6000000092575562057,Jacob Lorenzo Hum,1875 - 1956,2,yes
6000000092575562073,Grace Hum,1881 - 1961,3,yes
6000000092578066271,Zofia Garstka,1887 - 1889,2,yes
6000000092578066295,Wojciech Garstka,1872 - 1972,2,yes
6000000092578066301,Stefan Garstka,1886 - 1943,2,yes
6000000092578087039,Carrie Hum,1884 - 1962,2,yes
6000000092578087091,John Park Hum,1874 - 1951,2,yes
6000000092673236844,Fiorenza Crispo,1463 - 1528,2,yes
6000000094084692368,George Gordon,born circa 1502,2,yes
6000000094197969855,NN,born circa 1470,4,yes
6000000094296818119,William Salyer,1838 - 1914,2,yes
6000000094619934023,Mary Randall,born 1778,2,yes
6000000094620607973,Elizabeth Randall,1777 - 1781,2,yes
6000000094620743821,James Randall,born 1773,2,yes
6000000094781672053,Ruth Gregg,1778 - 1862,2,yes
6000000094781834179,Presley Gregg,1789 - 1849,2,yes
6000000094781975911,Permelia Gregg,1780 - 1870,2,yes
6000000094782490871,William Craven Gregg,22 Dec 1785 - 1839,2,yes
6000000094782870838,Rezin Gregg,30 Nov 1783 - 25 Jun 1843,2,yes
6000000094782958845,Susannah Gregg,1795 - 1866,2,yes
6000000094783184833,Aaron Gregg,1791 - 1856,2,yes
6000000094783467871,Alford Gregg,1798 - 1867,2,yes
6000000095616260324,James Randall,born 1773,2,yes
6000000095617567273,Mary Randall,born 1778,2,yes
6000000095619641821,Elizabeth Randall,1777 - 1781,2,yes
6000000095905412975,Hallie Day Back,2 Nov 1906 - 22 Aug 2003,2,yes
6000000096425911837,NN,born circa 1500,5,yes
6000000096671062005,Maria Rodriguez Y Haro,born circa 1625,2,yes
6000000096829645838,Paul Dunagan,1925 - 1985,2,yes
6000000096829645866,Joseph Abner Dunagan,1926 - 1984,2,yes
6000000096829645874,Florice L Dunagan,1913 - 1967,2,yes
6000000097160759471,Brites Pereira,born 1510,2,yes
6000000097534992530,María de la Luz Gallegos,29 Nov 1744 - Dec 1807,2,yes
6000000097539966967,María de la Luz Gallegos,29 Nov 1744 - Dec 1807,2,yes
6000000097688780990,Abraham Houser,8 Feb 1813 - 8 Mar 1898,2,yes
6000000098643912026,Johan Aman Markelin,11 Mar 1867 - 18 Jun 1868,2,yes
6000000098898524055,Thomas Withers Chinn,20 Nov 1791 - 22 May 1852,2,yes
6000000099163036988,Willis Strouse,born circa 1870 Indiana,2,yes
6000000100149095854,Andrew Jackson Dunagan,1818 - 1894,2,yes
6000000100714619244,Eliza Ditcham,born 1835,2,yes
6000000100714650854,Salomon Otto Hedström,20 Nov 1841 - 18 Dec 1897,2,yes
6000000100714785881,Eliza Ditcham,born 1835,2,yes
6000000100740635825,Ieuan ap Meurig,born circa 1205,2,yes
6000000100758104831,Salomon Otto Hedström,20 Nov 1841 - 18 Dec 1897,2,yes
6000000101313906057,Petrona de Segarra y Rodríguez de Padilla,circa 1730 - 1819,2,yes
6000000101313906110,Petrona de Segarra y Rodríguez de Padilla,circa 1730 - 1819,2,yes
6000000102729237880,Margaret May Dellinger,1884 - 1956,2,yes
6000000102729237886,John Mason Dellinger,1881 - 1882,2,yes
6000000102729237898,Edna Leland Dellinger,1877 - 1959,2,yes
6000000102729237910,Edna Leland Dellinger,1877 - 1959,2,yes
6000000102729237918,Margaret May Dellinger,1884 - 1956,2,yes
6000000102729237942,John Mason Dellinger,1881 - 1882,2,yes
6000000102743364051,NN,born circa 930,2,yes
6000000103072676821,George Edwin Beaver,1843 - 1921,2,yes
6000000103225942900,Eliza Pack,1914 - 1987,2,yes
6000000103225943679,Robert R Short,1912 - 1986,2,yes
6000000103225943705,Ida Short,1903 - 1918,2,yes
6000000103264984054,Ola,1762 - 1762,2,yes
6000000103279884072,NN,born circa 1235,2,yes
6000000103484718901,Dalton Bert Keeney,1905 - 1979,2,yes
6000000103484718907,Delmer Aston Keeney,1912 - 1987,2,yes
6000000103484718927,Cleo Keeney,1915 - 1919,2,yes
6000000103529573834,Josefa Camacho Riquelme,born circa 1650,2,yes
6000000105742043931,Olga Nikoline Pedersen,19 Sep 1894 - 25 Jan 1991,2,yes
6000000105797547999,Philip ap Trahaearn,born circa 1225,2,yes
6000000106254326834,Maria Rodriguez Y Haro,born circa 1625,2,yes
6000000106294304959,Alexander Horsburgh,1619 - 1666,2,yes
6000000106617633834,Ole Apenes Kopstad,31 Oct 1891 - 30 Jun 1973,2,yes
6000000106629429823,Ole Apenes Kopstad,31 Oct 1891 - 30 Jun 1973,2,yes
6000000106911339166,Maria Isabel de Bourbon de Melo e Nápoles,born 22 Apr 1825,2,yes
6000000107103927989,Mabel Webster,3 Jun 1763 - 1 Jan 1844,2,yes
6000000107133358905,Branca da Silva,born circa 1500,2,yes
6000000107944287034,Marie de la Marck,died 1411,2,yes
6000000108386811840,John Cornelius Shaffer,1786 - 1857,2,yes
6000000108553788864,Gwrgeneu Fychan ap Gwrgeneu,born circa 1155,2,yes
6000000108861813023,NN,born circa 1265,2,yes
6000000109020971904,Agata Asmundo,born circa 1690,2,yes
6000000109022480834,Agata Asmundo,born circa 1690,2,yes
6000000109277085859,Carlo Impellizzeri,born circa 1630,2,yes
6000000109278813868,Carlo Impellizzeri,born circa 1630,2,yes
6000000109399539835,Samuel Zwillinger,born circa 1795,2,yes
6000000109401267834,Samuel Zwillinger,born circa 1795,2,yes
6000000109667978819,Frank Donald GARDNER,circa 1915 - 1998,2,yes
6000000109668049822,Frank Donald GARDNER,circa 1915 - 1998,2,yes
6000000109739586269,NN,born circa 1370,2,yes
