cut	rank	people	max_dist	min_dist	median_dist	with_qid	farthest	farthest_geni
80	2	421	129	80	109	0	Scorpion I | Khentneith | Pharaoh Crocodile | (no label) | Irinetjer	6000000209058145828 | 6000000005747697198 | 6000000209058166828 | 6000000004869093741 | 6000000005747697188
80	3	284	107	80	83	0	Pasuti | Mehitenusechet | Scheschonq | Scheschonq X | Namlit	6000000042325644869 | 6000000042325513158 | 6000000042325479985 | 6000000042325246650 | 6000000042325427137
80	4	270	168	80	131	18	79th generation Samaritan Itamar line | 78th generation Samaritan Itamar line | 80th generation Samaritan Itamar line | 77th generation Samaritan Itamar line | 81st generation Samaritan Itamar line	6000000227239042863 | 6000000227239037863 | 6000000227239040856 | 6000000227239108835 | 6000000227239042848
80	5	241	94	80	92	0	(private) | (private) | (private) | (private) | (private)	6000000196610423823 | 6000000224148455837 | 6000000120386687883 | 6000000120386100935 | 6000000025929022418
80	6	201	102	80	94	20	Xun Boyan, 字:伯言 Lu 陸 | [火荀] 陸 | 令 陸 | 典 陸 | 勛 陸	6000000016697537425 | 6000000016691989378 | 6000000016691900613 | 6000000016691996238 | 6000000016689070740
80	7	105	126	80	97	0	禄 (入闽始祖晋安郡王) 林 第1世闽南林氏衍派 | 颖 (黄门待郎) 林 第46世长林衍派 | 林礼(徒居下邳) 第45世长林衍派 | 裸 林 第45世长林衍派 | 林述 第44世长林衍派	6000000007212480358 | 6000000007212478240 | 6000000007212394497 | 6000000007212381678 | 6000000007212480479
80	8	90	118	80	102	0	娶: 潘氏 | 爱公 Ài Gōng LÀI 赖 | 娶: 陶氏 | 覃公 Tán Gōng LÀI 赖 | 娶: 姜氏	6000000035839154944 | 6000000035829607669 | 6000000035838819423 | 6000000035830531828 | 6000000035838670626
80	9	83	153	80	117	0	Makeda Queen of Sheba | Solomon King of Israel | Menelik I Dawit I King of Axum | Handeyon I King of Axum | Sera I Tomai King of Axum	6000000210521076830 | 6000000210521125824 | 6000000210521110821 | 6000000210521072828 | 6000000210521031851
80	10	82	93	80	87	0	Ay Pharaoh of Egypt | Dedetanuq | Iuhetibu Fendy | Neni | Senebhenas	6000000003645882429 | 6000000016679104304 | 6000000016679104300 | 6000000016678805832 | 6000000016678805828
80	11	79	93	80	88	1	Appan Jatavallabha | Aprameya Iyengar Jatavallabha | Krishnaswamy Iyengar Jatavallabha | Narasimhachar Jatavallabha | Rangachar Jatavallabha	6000000130992202003 | 6000000013197879711 | 6000000013197986429 | 6000000013197695960 | 6000000013198001319
80	12	67	114	80	100	0	厲 趙 | 冬曦 趙 | 和壁 趙 | 夏日 趙 | 安貞 趙	6000000006579930179 | 6000000006582025130 | 6000000006582025115 | 6000000006582025123 | 6000000006582025137
80	13	66	93	80	86	0	Surname: Zēng 曾 | 台貴 曾 | 坤貴 曾 | 堂貴 曾 | 壇貴 曾	6000000046407352850 | 6000000046406688366 | 6000000046407333931 | 6000000046407409845 | 6000000046401715842
80	14	31	89	80	87	1	Addai | Andronikos | Assia | James 9th Apostle | Judas	6000000005747693751 | 6000000005747693746 | 6000000005747693761 | 6000000003242945002 | 6000000003242970981
80	15	30	107	80	93	5	嘉 萬年 孟 | 觀 叔時 孟 | 揖 孟 | 宗 恭武 孟 | 康 公休 孟	6000000055529915136 | 6000000055530406842 | 6000000107037409024 | 6000000055529842287 | 6000000107037475930
80	16	30	97	80	90	0	Surname Xuē 薛氏 | Surname Cén 岑氏 | 建中 Fú 符 | 洞 Fú 符 | Surname Liú 刘氏	6000000064427530923 | 6000000064428548821 | 6000000064427238965 | 6000000064428443821 | 6000000064428107827
80	17	29	93	80	88	0	凭公 陳 | 勋公 陳 | 躬 陳 | 欽 陳 | 湯 陳	6000000000099293420 | 6000000000099442110 | 6000000018221790705 | 6000000018221846176 | 6000000000099185753
80	18	27	97	80	91	0	(private) | 繁山 靜齋 曾 | 繁琪 曾 | 倩源 養泉 曾 | 慶潼 曾	6000000106991188914 | 6000000106989823958 | 6000000106990966057 | 6000000106989954900 | 6000000106990625013
80	19	27	93	80	86	0	善公 胡 | 氏 王 | 聪公 胡 | 刚公 胡 | 氏 邓	6000000196396509859 | 6000000196396723868 | 6000000196395446887 | 6000000196395642879 | 6000000196396690857
80	20	25	88	80	86	0	(private) | Ojus Sharma | Rajeev Sharma | Rashmi Atray | Sandeep Sharma	6000000143549158918 | 6000000143546594619 | 6000000143548746997 | 6000000143547949155 | 6000000143549323895
80	21	24	103	80	92	0	Tin 天 Sek 錫 Gwun Choong 君 寵 NG 伍 34gen. | Kuen 權 Duk Joong 得 中 NG 伍 33gen. | Wung 宏 Gwun Dai 君 大 NG 伍 32gen. | Go 高 Yut Mun 逸 民 NG 伍 31gen. | Gee 志 Jing 正 NG 伍 30gen.	6000000000608922520 | 6000000000608922512 | 6000000000608922504 | 6000000000608922496 | 6000000000608922488
80	22	20	95	80	87	0	嘉 沈 | 逞 ‏‏‎ ‎ | 鱄 ‏‏‎ ‎ | 德胤 ‏‏‎ ‎ | 楫 ‏‏‎ ‎	6000000037091407185 | 6000000037091397574 | 6000000037091988883 | 6000000037091265650 | 6000000037091363367
80	23	19	98	80	89	0	天錫 施 | 允憑 施 | 道先 施 | 仕亮 施 | 子引 施	6000000020472611141 | 6000000020472399073 | 6000000020472274633 | 6000000020472551171 | 6000000020472593171
80	24	19	83	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000048353763868 | 6000000048353808829 | 6000000048353516976 | 6000000048353614822 | 6000000048352743346
80	25	19	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090475092950 | 6000000090475135940 | 6000000090475231827 | 6000000090475160856 | 6000000090474973967
80	26	17	88	80	85	1	Cleombrotus I King of Sparta | Pausanias King of Sparta | Cleomenes | Pleistoanax King of Sparta | Agesipolis II King of Sparta	6000000020745551038 | 6000000020745549017 | 6000000020745564071 | 6000000010660133650 | 6000000010661675307
80	27	16	88	80	84	0	Pharaoh King of Egypt | Nesbanebdjed II | Neskhons | Henttawy | Menkheperre	6000000002596677276 | 6000000001422837360 | 6000000001422584939 | 6000000001422689870 | 6000000001422906784
80	28	16	86	80	83	0	Vasundhara Paurava | Mahswan | Shasvant, King of Kosala | Visrutavant, King of Kosala | Amarshan of Kosala	6000000018545949232 | 6000000009710681423 | 6000000018520992116 | 6000000019331294749 | 6000000018545723821
80	29	16	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090499621644 | 6000000090501855331 | 6000000090502683875 | 6000000090502789885 | 6000000090505427873
80	30	16	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090477944971 | 6000000081590792068 | 6000000090476623330 | 6000000081589399805 | 6000000090606444977
80	31	15	91	80	86	0	安 韓 | 然 韓 | 咎 韓 | 嬰 韓 | 蟣蝨 韓	6000000144719916920 | 6000000144717791494 | 6000000144718684237 | 6000000144719114131 | 6000000144720029850
80	32	15	88	80	86	1	Archidamus III King of Sparta | Eupolia | Proauga | Agesilaus II King of Sparta | Cynisca	6000000020703919494 | 6000000020706293712 | 6000000020707602384 | 6000000020704012140 | 6000000020704050113
80	33	14	93	80	87	0	Dhravsen | Dronsen | Dharsen | Vijaisen 2 | Somdutt	6000000009719466364 | 6000000009719533096 | 6000000009719559570 | 6000000009719459579 | 6000000009719513458
80	34	14	93	80	87	0	Lorenzo de Loboš | Nicolas de Loboš | Diego de Loboš | Islan de Loboš | Emilio de Loboš	6000000006596717585 | 6000000006596910231 | 6000000006596914228 | 6000000006596643734 | 6000000006596558991
80	35	14	88	80	84	1	(no label) | Iptar-Sin King of Assyria | Sharma-Adad I King of Assyria | (no label) | Adasi, king of Assyria	6000000002187705881 | 6000000008222154165 | 6000000002517733482 | 6000000002187705815 | 6000000002517869069
80	36	13	92	80	86	0	信能 長宗我部 | 重宗 長宗我部 | 重高 長宗我部 | Shigetoshi Chōsokabe | 兼光 長宗我部	6000000001952320032 | 6000000001952335094 | 6000000001952063951 | 6000000001952356038 | 6000000001952184791
80	37	13	92	80	86	0	廣蘇 受之 福時 曾 | 紀鑣 汝霖 志一 曾 | 傳進 曾 | 毓郯 曾 | 興樗 白廬 曾	6000000106987610011 | 6000000106987697876 | 6000000106987678000 | 6000000106986787234 | 6000000106986532129
80	38	11	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000085004548225 | 6000000085005376022 | 6000000090474853941 | 6000000090474914860 | 6000000090473442970
80	39	10	88	80	85	0	作蜀 石 | 惡 石 | 慙 石 | 買 石 | 稷 石	6000000144745073916 | 6000000144745490828 | 6000000144745363832 | 6000000144745012952 | 6000000144745080895
80	40	9	88	80	84	0	Kriti | Bahulaashwa | Dhriti | Veetahavya | Sunaya	6000000009708959926 | 6000000009709101281 | 6000000009709106254 | 6000000009708971557 | 6000000009709056341
80	41	8	86	80	84	7	永紹 張 | 永緒 張 | 彥頨 士瞻 湛然 張 | 玄慶 張 | 元吉 張	6000000143880649866 | 6000000143880361895 | 6000000143880905827 | 6000000143877971319 | 6000000143880760847
80	42	8	86	80	83	0	NN Babylonië, van | Adad-Apla-Idin | Enlil-Nadin-Aplis Babylonië, van | Nabu-Kudurri-Usur Babylonië, van | Itti-Marduk-Balatu Babylonië, van	6000000042323040091 | 6000000042323232997 | 6000000042323213606 | 6000000042323344946 | 6000000042323730837
80	43	7	86	80	83	0	Surhab | Rustam | Sharwin | Shahriyar | Rustam	6000000010375498153 | 6000000010375687768 | 6000000010375755089 | 6000000010375498747 | 6000000010375803693
80	44	7	85	80	83	0	延 姬 | 定 姬 | 喜 姬 | 扁 姬 | 驕 姬	6000000012687535697 | 6000000012687741137 | 6000000012687719854 | 6000000012687880253 | 6000000012687728980
80	45	7	82	80	81	0	(private) | (private) | (private) | (private) | (private)	6000000090474244229 | 6000000090474567214 | 6000000090473721110 | 6000000090473556416 | 6000000090474770206
80	46	7	82	80	81	0	(private) | (private) | (private) | (private) | (private)	6000000090476712599 | 6000000090478806848 | 6000000090479058822 | 6000000081565816839 | 6000000081565060216
80	47	7	81	80	80	0	圉 孔 | 悝 孔 | 輒 ‏‏‎ ‎ | (庶) | ‏‏‎ ‎ ‏‏‎ ‎	6000000046532339028 | 6000000046531564184 | 6000000046531829261 | 6000000046532453822 | 6000000046532614821
80	48	6	85	80	83	0	兕 姬 | 伯車 姬 | 萋 姬 | 唤 姬 | 蕹 姬	6000000144419831972 | 6000000144418842219 | 6000000144420175853 | 6000000144419824857 | 6000000144419931871
80	49	6	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090466972987 | 6000000090466243238 | 6000000090466926969 | 6000000090467430834 | 6000000090462692788
80	50	6	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090468326850 | 6000000090468277854 | 6000000090467858846 | 6000000090465383378 | 6000000090467903833
80	51	6	82	80	82	0	(private) | (private) | (private) | (private) | (private)	6000000090479699906 | 6000000090479581024 | 6000000090479901889 | 6000000090479403951 | 6000000090476578700
80	52	5	84	80	82	0	Esho Leg Jarlung | Pude Gunggyal Jarlung | Drigum Tsenpo Jarlung | Siptri Tsenpo Jarlung | Daktri Tsenpo Jarlung	6000000202476782821 | 6000000202476730829 | 6000000202476682837 | 6000000202476897838 | 6000000202477026825
80	53	5	84	80	82	0	Lorepind | Gawal | Javal | Abhanga | Tunga	6000000009746315289 | 6000000009745974489 | 6000000009745932775 | 6000000009746004585 | 6000000009746301444
80	54	5	84	80	82	0	Gandasch Khana, van | Agum I Khana, van | Kaschtiliasch I Khana, van | Abirattasch Khana, van | Kaschtiliasch II Khana, van	6000000042322642947 | 6000000042322342056 | 6000000042322700886 | 6000000042322727837 | 6000000042322650848
80	55	5	84	80	82	0	李 耳 | 李 乾 | 李 连顺 | 李 辉 | 李 尧性	6000000031586241193 | 6000000031586876908 | 6000000031586982869 | 6000000031585549323 | 6000000031585516557
80	56	5	81	80	81	0	(private) | (private) | (private) | (private) | (private)	6000000090474688189 | 6000000090474730121 | 6000000090473172689 | 6000000090474965142 | 6000000081533081025
80	57	4	83	80	82	0	Demaratus King of Sparta | Ariston King of Sparta | Agesicles King of Sparta | Archidamus I King of Sparta	6000000011928995177 | 6000000011929882097 | 6000000011930399973 | 6000000011929156155
80	58	4	81	80	81	0	Jimut VYOM | Vikruti JIMUT | Bhimrath VIKRUTI | Vyom DASHAI	6000000009705991122 | 6000000009706364570 | 6000000009706326038 | 6000000009706344869
80	59	4	81	80	81	0	(private) | (private) | (private) | (private)	6000000090474999056 | 6000000090473797250 | 6000000090475551853 | 6000000081533221114
80	60	4	81	80	81	0	(private) | (private) | (private) | (private)	6000000090478253214 | 6000000090478666224 | 6000000090478686153 | 6000000081602387903
80	61	4	81	80	81	0	姬 | 姬 | 姬 | 牟 姬	6000000032227281258 | 6000000032228555610 | 6000000032228526629 | 6000000032229818039
80	62	4	81	80	80	0	(private) | (private) | Ajutajit Bhattacharya | Somdatta Bhattacharya	6000000225648525436 | 6000000022421075473 | 6000000022421196189 | 6000000022421027610
80	63	3	82	80	81	0	敔 姬 | 見工 姬 | 爯 姬	6000000023176124245 | 6000000023176305979 | 6000000023176202324
80	64	3	82	80	81	0	Shedsunefertem | Tentsepeh | Tyet-Kheper-Re Setep-En-Re Psibkhanno Egypt II	6000000006101370832 | 6000000006101370828 | 6000000002447103616
80	65	3	82	80	81	0	俱酒 姬 | 頎 姬 | 止 姬	6000000012689072632 | 6000000012689047470 | 6000000012689041435
80	66	3	81	80	81	0	万 曾 | 平 曾 | 方 曾	6000000013860079416 | 6000000013860056492 | 6000000013859782990
80	67	3	81	80	81	0	Heqakheperre Setepenre Shoshenk, King of Egypt | Sekhempkheperre Setepenre Osorkon of Egypt | Maatkare of Egypt	6000000018563186442 | 6000000018564977112 | 6000000018564870212
80	68	3	80	80	80	0	(private) | Deboki Ghosh | Jashomoti Ghosh	6000000022421024380 | 6000000022420938461 | 6000000022420964607
80	69	3	80	80	80	0	(private) | Diya Bhattacharya | Payel Bhattacharya	6000000022483390019 | 6000000023113512384 | 6000000022483344236
80	70	2	81	80	81	0	Jahaziel | Shemaiah	6000000005747683233 | 6000000005747683223
80	71	2	81	80	81	0	Djedkhonsiufankh of Amon fourth priest | Nesikhonsupakhered dght of Iuput	6000000010746537255 | 6000000010745918730
80	72	2	81	80	81	0	Gamliel VI The Last Nassi | Yehuda IV Nessiah III President of the Sanhedrin	6000000010960261566 | 6000000010960383908
80	73	2	80	80	80	0	Merybast I | NN	6000000003637371016 | 6000000014775566509
80	74	2	80	80	80	0	Karomama A, Chief Queen of Egypt | Sekhemkheperre Setepenre Osorkon I, Pharaoh of Egypt (22nd Dynasty)	6000000041990103397 | 6000000076554582298
80	75	2	80	80	80	0	(private) | Sreyosh Ghosh	6000000022421296931 | 6000000022420823799
80	76	2	80	80	80	0	(private) | Aritro Bhattacharya	6000000022421611951 | 6000000022421666856
80	77	2	80	80	80	0	(no label) | Son	6000000023113462173 | 6000000023113875150
80	78	1	80	80	80	0	豊止美 忌部	6000000001920617261
80	79	1	80	80	80	0	Laxmikumara -Raja Pillaiyarashu-Nambi	6000000007324265312
80	80	1	80	80	80	0	Sriranga Raja Tiruvaranga-perumal-Araiyar	6000000007324421262
80	81	1	80	80	80	0	Srishwara-Muni Shottaimabi	6000000007324424257
80	82	1	80	80	80	0	Li-Wah Tshou	6000000013185679355
80	83	1	80	80	80	1	宇初 張	6000000075406443124
80	84	1	80	80	80	1	宇清 張	6000000075406753947
80	85	1	80	80	80	0	南子	6000000046532411835
80	86	1	80	80	80	0	Obadiah	6000000019243251252
80	87	1	80	80	80	0	Abner	6000000015019706772
80	88	1	80	80	80	0	公子过 陳	6000000000099449661
80	89	1	80	80	80	0	公子黄 陳	6000000000099639642
80	90	1	80	80	80	0	司徒招 陳	6000000000099901032
80	91	1	80	80	80	0	Ameny	6000000000113801848
80	92	1	80	80	80	0	椇 曾	6000000013859620796
80	93	1	80	80	80	0	泰 曾	6000000013859773357
80	94	1	80	80	80	0	游 曾	6000000013859857595
80	95	1	80	80	80	0	杞 曾	6000000013859702574
80	96	1	80	80	80	0	扶 曾	6000000013859832935
80	97	1	80	80	80	0	基 曾	6000000013859884150
80	98	1	80	80	80	0	Shekaniah	6000000005747683218
80	99	1	80	80	80	0	早卒	6000000040572443333
80	100	1	80	80	80	0	胡 ‏‏‎ ‎	6000000012935947555
80	101	1	80	80	80	0	王京	6000000051978864086
80	102	1	80	80	80	0	去疾 姬	6000000012687756399
80	103	1	80	80	80	0	叔襲 姬	6000000012687800357
80	104	1	80	80	80	0	Nebseny of Egypt of Egypt	6000000002187610656
80	105	1	80	80	80	0	Wife of Pinudjem II Titkheperre, High Priest of Egypt	6000000029865625182
80	106	1	80	80	80	0	琛 趙	6000000006582025587
80	107	1	80	80	80	0	Harweben Chantress of Amun	6000000016652413769
80	108	1	80	80	80	0	Henuttawy God's Wife of Amun	6000000006101370847
80	109	1	80	80	80	0	姜	6000000023060597516
80	110	1	80	80	80	0	(private)	6000000085003950455
80	111	1	80	80	80	0	(private)	6000000085005637841
80	112	1	80	80	80	0	(private)	6000000081603258998
80	113	1	80	80	80	0	(private)	6000000081603316126
80	114	1	80	80	80	0	(private)	6000000081509624087
80	115	1	80	80	80	0	Patareshnes	6000000076557199829
80	116	1	80	80	80	0	Milka	6000000003966276313
80	117	1	80	80	80	0	結 許	6000000145761380996
80	118	1	80	80	80	0	Daughter	6000000022483255154
80	119	1	80	80	80	0	Koel Bhattacharya	6000000022483409141
90	1	2050	183	90	119	3	少昊 | 顓頊 | 女修 | 大業 | 皋陶	6000000130212161823 | 6000000130211774865 | 6000000130211225989 | 6000000130210607017 | 6000000130211271984
90	2	375	129	90	110	0	Scorpion I | Khentneith | Pharaoh Crocodile | (no label) | Irinetjer	6000000209058145828 | 6000000005747697198 | 6000000209058166828 | 6000000004869093741 | 6000000005747697188
90	3	250	168	90	133	18	79th generation Samaritan Itamar line | 78th generation Samaritan Itamar line | 80th generation Samaritan Itamar line | 77th generation Samaritan Itamar line | 81st generation Samaritan Itamar line	6000000227239042863 | 6000000227239037863 | 6000000227239040856 | 6000000227239108835 | 6000000227239042848
90	4	187	133	90	118	0	(private) | (private) | (private) | (private) | (private)	6000000005947083277 | 6000000005946902779 | 6000000005947248122 | 6000000005947247012 | 6000000005947205123
90	5	121	94	90	93	0	(private) | (private) | (private) | (private) | (private)	6000000025929022418 | 6000000025929022413 | 6000000025929201250 | 6000000197849676831 | 6000000197849421860
90	6	96	107	90	94	0	Pasuti | Mehitenusechet | Scheschonq | Scheschonq X | Namlit	6000000042325644869 | 6000000042325513158 | 6000000042325479985 | 6000000042325246650 | 6000000042325427137
90	7	92	102	90	101	20	Xun Boyan, 字:伯言 Lu 陸 | [火荀] 陸 | 令 陸 | 典 陸 | 勛 陸	6000000016697537425 | 6000000016691989378 | 6000000016691900613 | 6000000016691996238 | 6000000016689070740
90	8	74	126	90	102	0	禄 (入闽始祖晋安郡王) 林 第1世闽南林氏衍派 | 颖 (黄门待郎) 林 第46世长林衍派 | 林礼(徒居下邳) 第45世长林衍派 | 裸 林 第45世长林衍派 | 林述 第44世长林衍派	6000000007212480358 | 6000000007212478240 | 6000000007212394497 | 6000000007212381678 | 6000000007212480479
90	9	72	153	90	121	0	Makeda Queen of Sheba | Solomon King of Israel | Menelik I Dawit I King of Axum | Handeyon I King of Axum | Sera I Tomai King of Axum	6000000210521076830 | 6000000210521125824 | 6000000210521110821 | 6000000210521072828 | 6000000210521031851
90	10	70	118	90	106	0	娶: 潘氏 | 爱公 Ài Gōng LÀI 赖 | 娶: 陶氏 | 覃公 Tán Gōng LÀI 赖 | 娶: 姜氏	6000000035839154944 | 6000000035829607669 | 6000000035838819423 | 6000000035830531828 | 6000000035838670626
90	11	52	114	90	104	0	厲 趙 | 冬曦 趙 | 和壁 趙 | 夏日 趙 | 安貞 趙	6000000006579930179 | 6000000006582025130 | 6000000006582025115 | 6000000006582025123 | 6000000006582025137
90	12	39	94	90	93	0	(private) | (private) | (private) | (private) | (private)	6000000027216259006 | 6000000026564548721 | 6000000026564548715 | 6000000026565026056 | 6000000027220274304
90	13	30	113	90	105	0	(no label) | 棟 李 | 侃翁 李 | 子然 李 | (no label)	6000000130445719856 | 6000000130444456054 | 6000000130444456046 | 6000000130445567859 | 6000000130445567852
90	14	19	101	90	99	0	夫差 姬 | 光 姬 | 逞 姬 | (no label) | 僚 姬	6000000016857822214 | 6000000016854121924 | 6000000016857752980 | 6000000016857622740 | 6000000016854509731
90	15	18	107	90	99	4	嘉 萬年 孟 | 觀 叔時 孟 | 揖 孟 | 宗 恭武 孟 | 康 公休 孟	6000000055529915136 | 6000000055530406842 | 6000000107037409024 | 6000000055529842287 | 6000000107037475930
90	16	18	97	90	94	0	康 陸 | 廣 陸 | 永鑾 陸 | 堯俞 陸 | 堯封 陸	6000000016688800996 | 6000000016688926694 | 6000000016689091230 | 6000000016688883618 | 6000000016689004203
90	17	17	93	90	92	0	Ay Pharaoh of Egypt | Dedetanuq | Iuhetibu Fendy | Neni | Senebhenas	6000000003645882429 | 6000000016679104304 | 6000000016679104300 | 6000000016678805832 | 6000000016678805828
90	18	17	93	90	92	0	Surname: Zēng 曾 | 台貴 曾 | 坤貴 曾 | 堂貴 曾 | 壇貴 曾	6000000046407352850 | 6000000046406688366 | 6000000046407333931 | 6000000046407409845 | 6000000046401715842
90	19	15	97	90	93	0	Surname Xuē 薛氏 | Surname Cén 岑氏 | 建中 Fú 符 | 洞 Fú 符 | Surname Liú 刘氏	6000000064427530923 | 6000000064428548821 | 6000000064427238965 | 6000000064428443821 | 6000000064428107827
90	20	14	103	90	97	0	Tin 天 Sek 錫 Gwun Choong 君 寵 NG 伍 34gen. | Kuen 權 Duk Joong 得 中 NG 伍 33gen. | Wung 宏 Gwun Dai 君 大 NG 伍 32gen. | Go 高 Yut Mun 逸 民 NG 伍 31gen. | Gee 志 Jing 正 NG 伍 30gen.	6000000000608922520 | 6000000000608922512 | 6000000000608922504 | 6000000000608922496 | 6000000000608922488
90	21	14	97	90	94	0	(private) | 繁山 靜齋 曾 | 繁琪 曾 | 倩源 養泉 曾 | 慶潼 曾	6000000106991188914 | 6000000106989823958 | 6000000106990966057 | 6000000106989954900 | 6000000106990625013
90	22	11	100	90	95	0	實 陳 | 源 陳 | 清 陳 | 愿 陳 | 恒 陳	6000000000212384583 | 6000000000212338721 | 6000000000212220884 | 6000000000212402528 | 6000000000212578107
90	23	10	93	90	93	0	Appan Jatavallabha | Shingalacharya Jatavallabha | Srinivasacharya Jatavallabha | Venkatacharya 1764 Jatavallabha | Venkatacharya Jatavallabha	6000000130992202003 | 6000000130992210980 | 6000000130992189831 | 6000000130990227915 | 6000000130991352085
90	24	9	98	90	94	0	天錫 施 | 允憑 施 | 道先 施 | 仕亮 施 | 子引 施	6000000020472611141 | 6000000020472399073 | 6000000020472274633 | 6000000020472551171 | 6000000020472593171
90	25	7	95	90	92	0	嘉 沈 | 逞 ‏‏‎ ‎ | 鱄 ‏‏‎ ‎ | 德胤 ‏‏‎ ‎ | 楫 ‏‏‎ ‎	6000000037091407185 | 6000000037091397574 | 6000000037091988883 | 6000000037091265650 | 6000000037091363367
90	26	7	93	90	91	0	善公 胡 | 氏 王 | 聪公 胡 | 刚公 胡 | 氏 邓	6000000196396509859 | 6000000196396723868 | 6000000196395446887 | 6000000196395642879 | 6000000196396690857
90	27	7	93	90	93	0	Aprameya Iyengar Jatavallabha | Krishnaswamy Iyengar Jatavallabha | Narasimhachar Jatavallabha | Rangachar Jatavallabha | Venkatacharyar Jatavallabha	6000000013197879711 | 6000000013197986429 | 6000000013197695960 | 6000000013198001319 | 6000000013197915710
90	28	6	92	90	91	0	(private) | (private) | (private) | Shee Chin | Chun Mao Hong	6000000175567891821 | 6000000002982456540 | 6000000002982456545 | 6000000002982456533 | 6000000002982395630
90	29	5	93	90	92	0	凭公 陳 | 勋公 陳 | 湯 陳 | 考 陳 | 與京 陳	6000000000099293420 | 6000000000099442110 | 6000000000099185753 | 6000000000099324192 | 6000000000099458049
90	30	5	91	90	91	0	(private) | (private) | (private) | Jeong Hing Hong | Shee Chu	6000000002982380991 | 6000000002982431637 | 6000000002982455485 | 6000000002982441628 | 6000000002982441621
90	31	4	93	90	92	0	躬 陳 | 欽 陳 | 咸 陳 | 萬年 陳	6000000018221790705 | 6000000018221846176 | 6000000018221697718 | 6000000018221656389
90	32	4	93	90	92	0	Lorenzo de Loboš | Nicolas de Loboš | Diego de Loboš | Islan de Loboš	6000000006596717585 | 6000000006596910231 | 6000000006596914228 | 6000000006596643734
90	33	4	93	90	92	0	Tata Deshikar | Srinivasa Deshikar | Thirumalihai-nilaiyitta Thirumalainambi | Tata Deshikar	6000000007170746632 | 6000000007170890384 | 6000000007171044201 | 6000000007170900423
90	34	4	93	90	92	0	Dhravsen | Dronsen | Dharsen | Vijaisen 2	6000000009719466364 | 6000000009719533096 | 6000000009719559570 | 6000000009719459579
90	35	4	92	90	91	0	婉姢 Zēng 曾 | 南添 Zēng 曾 | 鳥添 Zēng 曾 | 䕶傳 Zēng 曾	6000000026564635117 | 6000000026564197690 | 6000000026564197683 | 6000000026564691145
90	36	4	91	90	91	0	(private) | (private) | Shee Chin | 德富 Zēng 曾	6000000002982444955 | 6000000002982444948 | 6000000002982436211 | 6000000002982436218
90	37	3	92	90	91	0	信能 長宗我部 | 重宗 長宗我部 | 重高 長宗我部	6000000001952320032 | 6000000001952335094 | 6000000001952063951
90	38	3	92	90	91	0	廣蘇 受之 福時 曾 | 紀鑣 汝霖 志一 曾 | 傳進 曾	6000000106987610011 | 6000000106987697876 | 6000000106987678000
90	39	3	91	90	91	0	(private) | (private) | 秈傳 Zēng 曾	6000000026564633779 | 6000000026564633773 | 6000000026564858894
90	40	3	91	90	91	0	(private) | (private) | 本傳 Zēng 曾	6000000026564689160 | 6000000026564689154 | 6000000026564858900
90	41	3	90	90	90	0	(no label) | 和 曾 | 秩 曾	6000000013859550667 | 6000000013859783044 | 6000000013859686730
90	42	3	90	90	90	0	享 曾 | 執 曾 | 陳	6000000013859771163 | 6000000013859700425 | 6000000013859668992
90	43	3	90	90	90	0	海 曾 | 淮 曾 | 穀梁	6000000013859699406 | 6000000013859622602 | 6000000013859675662
90	44	2	91	90	91	0	安 韓 | 然 韓	6000000144719916920 | 6000000144717791494
90	45	2	91	90	91	0	紀連 仲魯 曾 | 傳鎮 巨山 曾	6000000106989685972 | 6000000106989214195
90	46	2	90	90	90	0	桓子 田 | 武子 田	6000000000212178016 | 6000000000211897857
90	47	2	90	90	90	0	湖 曾 | 由	6000000013859631579 | 6000000013859781321
90	48	2	90	90	90	0	江 曾 | 閔	6000000013859669772 | 6000000013859687338
90	49	2	90	90	90	0	尹 | 譔 曾	6000000013859725344 | 6000000013859695472
90	50	2	90	90	90	0	池 曾 | 顏	6000000013859743612 | 6000000013859667856
90	51	1	90	90	90	0	林黎 第11世长林衍派	6000000007212907205
90	52	1	90	90	90	0	均 陸	6000000016688355926
90	53	1	90	90	90	0	塤 陸	6000000016688721517
90	54	1	90	90	90	0	(private)	6000000026564740173
90	55	1	90	90	90	0	(private)	6000000026564740177
90	56	1	90	90	90	0	Wife 1: Zēng 曾	6000000046483941881
90	57	1	90	90	90	0	Venkatacharyar Jatavallabha	6000000130995695835
90	58	1	90	90	90	0	Rangacharyar Jatavallabha	6000000130995807841
90	59	1	90	90	90	0	Sekhemkare Amenemhat V Senebef Pharaoh of Egypt	6000000001422960763
90	60	1	90	90	90	0	Varadacharyar Jatavallabha	6000000130994821001
90	61	1	90	90	90	0	綰 趙	6000000006582025477
90	62	1	90	90	90	0	傳錄 曾	6000000106990773939
90	63	1	90	90	90	0	高 ‏‏‎ ‎	6000000019816759980
90	64	1	90	90	90	0	伷 ‏‏‎ ‎	6000000019816936498
